_id,zone_id,humidity,temperature,soil_moisture,soil_moisture_10cm,soil_moisture_30cm,soil_moisture_60cm,light,wind_speed,rainfall,rainfall_intensity,created_at
695da468d135c4c10bf91955,zone-1,74.16744147791597,32.02288185399717,61.33068747592202,57.56896173695458,65.22644178540938,68.06142965577439,427.444171422107,5.798196987420439,False,none,2026-01-07T00:10:16.773000
695da468d135c4c10bf91956,zone-1,64.07270553206428,32.944800908202296,48.46751844965363,44.06112322722123,51.5648371735605,55.99285952229418,488.56307034645886,11.725746785908786,False,none,2026-01-07T00:10:16.888000
695da468d135c4c10bf91957,zone-1,62.72924045864146,31.12779326376865,36.58808059956359,33.014922663402274,40.91660641950113,43.429101060398914,415.25586666104346,8.015677911921372,False,none,2026-01-07T00:10:16.999000
695da469d135c4c10bf91958,zone-1,50.00170072714327,30.542337417841704,28.49336680681913,25.77280266630675,30.33097339851198,35.71751187602503,449.9775348291198,11.039039467520732,False,none,2026-01-07T00:10:17.109000
695da469d135c4c10bf91959,zone-1,49.60643985157559,28.814718206463862,29.213464577259018,30.423273028068557,31.513094321057867,32.82034284200942,599.1188444647321,7.188591834882153,False,none,2026-01-07T00:10:17.217000
695da469d135c4c10bf9195a,zone-1,37.25968665414584,25.257120859136435,28.7009196132995,27.17808749759352,29.103819251716548,32.470522848413225,517.0441314112056,6.804092628590812,False,none,2026-01-07T00:10:17.340000
695da469d135c4c10bf9195b,zone-1,35.78496647749066,21.7899308044017,27.046858620905,26.63840730871653,28.16176839979284,32.28702402982988,478.8722004919152,9.710009832454713,True,light,2026-01-07T00:10:17.450000
695da469d135c4c10bf9195c,zone-1,30.209629209294135,21.10139297336514,35.6670200605743,32.22961225662911,40.16432693769085,42.58492246488871,530.3281764521817,9.347063759593727,False,none,2026-01-07T00:10:17.573000
695da469d135c4c10bf9195d,zone-1,33.8616847224777,18.003628100238018,51.88930211964076,49.05201788173591,54.21078272898762,61.599485984893974,509.66532509757957,12.577600082720512,False,none,2026-01-07T00:10:17.691000
695da469d135c4c10bf9195e,zone-1,44.55660702831889,16.83140307995525,53.36351819849772,50.27696677299179,53.800157282720086,62.36693663404869,447.00246389100755,13.341077032237774,False,none,2026-01-07T00:10:17.807000
695da469d135c4c10bf9195f,zone-1,44.86683752821604,15.14151661168623,62.103894915069425,60.73029285962424,62.178171838762424,71.31318447988761,453.66346528412237,14.055327451420652,False,none,2026-01-07T00:10:17.913000
695da46ad135c4c10bf91960,zone-1,60.93278252966138,16.792423800849498,69.13111460477381,66.15332986753472,72.23724946055412,76.24805211110612,570.2937435936257,6.544885579981653,False,none,2026-01-07T00:10:18.025000
695da46ad135c4c10bf91961,zone-1,68.98416269235886,15.25344199062088,63.181825420668666,59.37938819975328,63.35108614931226,69.56743127261072,445.21306026958365,8.142948648190682,True,none,2026-01-07T00:10:18.142000
695da46ad135c4c10bf91962,zone-1,73.21098098613194,16.93977065810163,49.22225092904255,44.596744880506016,53.29776822093899,55.84939508268068,570.5212680288278,8.021079005419026,False,none,2026-01-07T00:10:18.258000
695da46ad135c4c10bf91963,zone-1,78.27872999055235,20.428344209198755,48.128135006856375,45.90572377225665,52.52137730659109,57.25044939394176,519.910827764433,9.398026714622361,False,none,2026-01-07T00:10:18.374000
695da53c0848fd6d277c3dd5,zone-1,34.08505420481686,21.29944237587641,26.39241403097198,28.136062225251912,26.394322384724315,31.210867147272577,546.0614880077687,11.440009408313811,False,none,2026-01-07T00:13:48.536000
695da53c0848fd6d277c3dd6,zone-1,32.509472254705685,18.7233361854366,40.39027765169285,39.79098781399047,43.349582163866486,45.97527014018217,498.7337982988008,6.904885775976988,False,none,2026-01-07T00:13:48.737000
695da53d0848fd6d277c3dd7,zone-1,40.308924442621304,18.487584766715326,49.453278346585996,49.47853758734888,51.28177506318108,55.657758408308226,519.5358638564371,14.932608786916866,False,none,2026-01-07T00:13:49.752000
695da53e0848fd6d277c3dd8,zone-1,44.44449167053135,16.09272650266722,57.027427441368374,55.772950174949735,60.24108455349328,67.24026925757855,453.76599865799665,12.729428839180068,False,none,2026-01-07T00:13:50.757000
695da53e0848fd6d277c3dd9,zone-1,48.27749715034229,15.531976396022902,60.95036481795604,57.412466369756835,63.12345632488795,71.14080499151444,415.1990098501606,14.026600298529104,False,none,2026-01-07T00:13:50.911000
695da53f0848fd6d277c3dda,zone-1,52.52807421065497,14.488831034419185,61.80962512157805,56.93869304391924,62.79560006200992,68.17591365508838,583.2457975992415,7.415391049090742,False,none,2026-01-07T00:13:51.019000
695da53f0848fd6d277c3ddb,zone-1,69.52348747665044,17.007907521733696,61.41663840827377,58.335980601525605,62.53316890132068,72.21033646970737,412.1831857242657,11.934414283352577,False,none,2026-01-07T00:13:51.140000
695da53f0848fd6d277c3ddc,zone-1,68.33882817939114,17.93063942757783,51.87208738269138,50.020563226292694,53.424773391016615,57.80730327872418,443.6424820625378,7.141505662622882,False,none,2026-01-07T00:13:51.250000
695da53f0848fd6d277c3ddd,zone-1,71.90128332878996,20.672793390490178,39.79621161993104,37.48810486091681,41.63664646434018,47.00846010243313,546.6775476959622,11.378333258707697,False,none,2026-01-07T00:13:51.359000
695da5410848fd6d277c3dde,zone-1,54.076663646252335,24.879332790458704,45.1473218081552,41.298216120751626,45.71107048863995,52.70169992672652,495.53368065542077,9.676087602784055,False,none,2026-01-07T00:13:53.522000
695da5410848fd6d277c3ddf,zone-1,60.0345355143606,27.06526362066326,52.628097628202596,51.174732970724165,54.10772135870952,61.82588936695195,542.6797438500854,10.13815520477712,False,none,2026-01-07T00:13:53.754000
695da5410848fd6d277c3de0,zone-1,70.52974721567664,28.955171167534278,57.61500989824913,54.58555666762212,58.233684080673974,64.00163528553527,582.3871812637791,14.118524939300274,False,none,2026-01-07T00:13:53.863000
695da5410848fd6d277c3de1,zone-1,77.64486444054427,31.806418603737992,60.45461374897675,58.95199364419116,61.15170448102475,68.61822074091222,483.3568607865724,5.70248257011118,False,none,2026-01-07T00:13:53.979000
695da5420848fd6d277c3de2,zone-1,77.23461841131729,33.2716181239075,65.98005377967647,62.325962850506,69.12186739091918,77.0764090706069,595.0768648873445,9.747823953681934,False,light,2026-01-07T00:13:54.093000
695da5420848fd6d277c3de3,zone-1,70.08267564081717,30.265303624679387,53.486104220817936,53.06780218225395,54.05977318909717,63.29664028094783,486.3062522682443,13.696107066153086,False,light,2026-01-07T00:13:54.212000
695da5420848fd6d277c3de4,zone-1,71.5754646906027,33.403282270527725,50.74008244558524,48.6299752107973,53.87443022751436,57.345168597262465,433.18902891104415,5.309482086219058,False,none,2026-01-07T00:13:54.326000
695da5420848fd6d277c3de5,zone-1,65.18064093849114,30.99050981242016,36.138838535744966,32.640248751195436,37.776424628175285,41.65604843340787,485.86226397171185,13.00744503928506,False,none,2026-01-07T00:13:54.435000
695da5420848fd6d277c3de6,zone-1,53.01090429286793,28.92886480445526,25.684309972471585,23.877910527651864,27.853962634934753,32.18686419126594,435.1013312658656,14.775960593262374,False,none,2026-01-07T00:13:54.546000
695da5420848fd6d277c3de7,zone-1,44.96097041509224,25.490611657458405,28.31059115042997,28.031279539140904,29.235653329083558,34.75535237315414,585.4424591194377,12.95165732429481,False,none,2026-01-07T00:13:54.661000
695da5420848fd6d277c3de8,zone-1,39.9326809302811,27.06012281758015,29.606735339214737,30.02270715500282,31.85096726311766,35.404323716252414,589.446379416816,5.88677341843265,False,none,2026-01-07T00:13:54.778000
695da5420848fd6d277c3de9,zone-1,33.07518319960152,23.180259811408373,31.045595250875593,29.690303863114394,35.383525749714515,34.393595968364856,528.2825580212427,11.250363626882338,False,none,2026-01-07T00:13:54.896000
695da5430848fd6d277c3dea,zone-1,38.5049244980263,19.136733558484465,38.53362753330793,38.69870633317205,42.00561160436803,46.3165264553318,450.5664877867588,10.197135268301865,False,none,2026-01-07T00:13:55.011000
695da5430848fd6d277c3deb,zone-1,39.641788681356175,18.058348872536094,54.22742279825526,51.43861237451307,55.82161364823444,62.77170519746146,550.2805246121359,6.159953187320467,True,none,2026-01-07T00:13:55.119000
695da5430848fd6d277c3dec,zone-1,45.56449907248498,18.755284802252014,61.823170267558844,57.427308390310074,64.0651125356272,70.24135131281797,410.70865614601104,12.705352297645222,True,none,2026-01-07T00:13:55.230000
695da5430848fd6d277c3ded,zone-1,50.86463977450175,17.988979214885806,66.35796016569572,63.48343573767997,68.7067253700675,76.16148681469879,423.54268471961313,10.088599018465189,False,light,2026-01-07T00:13:55.339000
695da5430848fd6d277c3dee,zone-1,56.8304266664348,16.7167652917526,61.293006254613886,59.589338718570595,62.47450661725238,70.19513124180371,492.07884709681275,12.555399207649268,False,none,2026-01-07T00:13:55.450000
695da5430848fd6d277c3def,zone-1,67.93440115912453,16.275609306659536,56.415777283953105,55.39550519145611,57.772798857345435,62.81695395810672,414.0380965919674,12.344773463457372,False,none,2026-01-07T00:13:55.559000
695da5430848fd6d277c3df0,zone-1,68.05750743445219,18.556505152175095,52.398361709794585,51.96182986939586,56.22324720159149,62.61954090332197,519.9454699968023,8.79261258807174,False,light,2026-01-07T00:13:55.678000
695da5430848fd6d277c3df1,zone-1,78.40990750500335,20.97375792250772,42.70413977277343,38.85734862138038,46.67725141667907,47.89480174850158,411.3919476880631,11.124449657510775,False,none,2026-01-07T00:13:55.790000
695da6060848fd6d277c3df2,zone-1,37.7,22.0,64.1,64.1,69.5,74.7,22.0,9.4,False,none,2026-01-07T00:17:10.264000
695da60b0848fd6d277c3df3,zone-1,35.6,21.6,63.1,63.1,69.1,74.4,15.0,9.3,False,none,2026-01-07T00:17:15.280000
695da6100848fd6d277c3df4,zone-1,36.3,20.9,62.3,62.3,68.7,74.2,26.0,10.0,False,none,2026-01-07T00:17:20.311000
695da6100848fd6d277c3df5,zone-1,50.6133671930677,24.850725420288473,40.33117522026678,38.00364814418797,43.378262871211575,48.49406021637725,515.8611263374063,7.468256317428853,True,none,2026-01-07T00:17:20.821000
695da6110848fd6d277c3df6,zone-1,61.26468610159237,24.58733694884814,56.040146866400626,51.217028391974694,59.76185120398742,62.12825468674174,543.3283106604073,5.51151351371797,False,none,2026-01-07T00:17:21.137000
695da6110848fd6d277c3df7,zone-1,65.02850644631116,28.105130799713386,63.64263540520517,58.021661051464086,67.23331010508933,71.9226458446072,528.1037440729974,5.335038646531861,False,none,2026-01-07T00:17:21.254000
695da6110848fd6d277c3df8,zone-1,77.97358413327316,31.485809903845336,62.19733016652794,60.30561616688773,67.07227115355263,69.85798188435966,452.94082049414124,10.94389745114576,False,none,2026-01-07T00:17:21.369000
695da6110848fd6d277c3df9,zone-1,79.83856187615288,33.252740687531386,64.94566377492299,61.50938166351818,68.14323467260017,72.22170372367789,414.75364205830556,11.2515587868027,True,none,2026-01-07T00:17:21.487000
695da6110848fd6d277c3dfa,zone-1,71.15161024046573,30.01319773872279,52.62161885255249,48.506946782882835,55.68403452938575,59.6765978483646,471.91638006354776,14.895346139480864,False,none,2026-01-07T00:17:21.604000
695da6110848fd6d277c3dfb,zone-1,68.35528871004637,32.46446277091609,49.49613159456959,47.52895265485405,54.203137261742576,55.49484096111053,592.6215935292025,5.45357082338206,False,none,2026-01-07T00:17:21.719000
695da6110848fd6d277c3dfc,zone-1,60.09445700811511,29.869859628081848,41.17830165217157,40.00254244315304,43.39778949503987,45.845177607174065,467.29138452684856,12.1879576995823,False,none,2026-01-07T00:17:21.838000
695da6110848fd6d277c3dfd,zone-1,51.79186042641013,29.328481300839776,25.54585553403897,26.197137193792578,29.281176886456215,29.831819681218516,526.5213793525297,5.360150264736731,False,none,2026-01-07T00:17:21.951000
695da6120848fd6d277c3dfe,zone-1,47.533606771062054,25.526953182948095,28.706723996645326,29.508167459164202,32.38134476681222,33.73987462393716,458.7124014031332,13.90679091967177,False,none,2026-01-07T00:17:22.071000
695da6120848fd6d277c3dff,zone-1,37.95883875050248,25.964839401096828,23.16593918803033,23.143240489648832,25.72120385240388,29.255855339344027,481.5923969807024,9.301311706017618,True,none,2026-01-07T00:17:22.187000
695da6120848fd6d277c3e00,zone-1,35.90850192662074,21.953334024954664,26.003797326273194,26.637911675690958,30.945631032130315,31.723641443208127,528.9808697688062,10.725675412629,False,light,2026-01-07T00:17:22.305000
695da6120848fd6d277c3e01,zone-1,33.4782014732168,20.396156719038903,39.55996363733582,37.73356270683398,40.91014563237586,46.220809622192434,508.89166037009477,10.63519545536666,False,none,2026-01-07T00:17:22.419000
695da6120848fd6d277c3e02,zone-1,34.58549911163051,17.17777415106276,45.391418857562456,43.559090543396614,47.67783143887945,50.386211972622284,543.4334477279845,14.132258039998122,False,none,2026-01-07T00:17:22.529000
695da6120848fd6d277c3e03,zone-1,45.86745038613513,17.96342716770006,60.566920396385655,59.08861104832896,64.89107342108623,67.35104723276892,524.8793982404443,13.422234211929926,False,none,2026-01-07T00:17:22.652000
695da6120848fd6d277c3e04,zone-1,45.13694695296337,14.20874216927743,64.21695555660784,59.14623285449558,67.9235168335024,72.04138249929582,554.667884105103,14.044553514728543,False,none,2026-01-07T00:17:22.762000
695da6120848fd6d277c3e05,zone-1,53.52747202313269,17.466202926461655,60.60227778756072,59.061013186787136,63.53471630235816,69.64869762140678,549.101273724621,12.95712820048453,True,none,2026-01-07T00:17:22.871000
695da6120848fd6d277c3e06,zone-1,63.93354436881576,18.183538112606126,58.5917157667916,56.32256068025884,63.34649041882713,68.15215755041586,558.5930708851747,9.037591294081105,False,none,2026-01-07T00:17:22.979000
695da6130848fd6d277c3e07,zone-1,75.24417185937148,18.754741061396288,51.385816062279034,49.96628171391993,51.477693840407994,60.349275093240344,497.25529506024867,10.85674543994913,False,none,2026-01-07T00:17:23.104000
695da6130848fd6d277c3e08,zone-1,75.08906482164082,17.972234762001595,39.70291134192657,38.91354674364246,39.830480906733044,48.43314795412544,590.7700778052151,13.48492249229472,False,none,2026-01-07T00:17:23.212000
695da6150848fd6d277c3e09,zone-1,36.8,18.5,61.6,61.6,68.4,74.0,24.0,10.7,False,none,2026-01-07T00:17:25.324000
695da61a0848fd6d277c3e0a,zone-1,36.8,19.9,60.9,60.9,68.1,73.8,25.0,7.4,False,none,2026-01-07T00:17:30.340000
695da61f0848fd6d277c3e0b,zone-1,40.2,21.9,60.0,60.0,67.8,73.5,45.0,8.6,False,none,2026-01-07T00:17:35.351000
695da6240848fd6d277c3e0c,zone-1,47.5,22.8,59.0,59.0,67.4,73.3,450.0,5.1,False,none,2026-01-07T00:17:40.365000
695da6290848fd6d277c3e0d,zone-1,37.1,27.9,56.1,56.1,65.8,72.5,22164.0,3.0,False,none,2026-01-07T00:17:45.377000
695db20401b36e7cd0078473,zone-1,53.5,21.4,64.3,64.3,69.6,74.8,20.0,7.9,False,none,
695db20901b36e7cd0078475,zone-1,44.3,19.0,63.8,63.8,69.3,74.5,43.0,8.8,False,none,
695db20e01b36e7cd0078476,zone-1,70.6,18.7,69.3,69.3,71.9,75.1,34.0,3.5,True,moderate,
695db21401b36e7cd0078477,zone-1,72.4,21.7,72.9,72.9,74.7,76.0,47.0,6.1,True,heavy,
695db21901b36e7cd0078478,zone-1,68.9,22.4,77.7,77.7,77.6,76.9,24.0,2.4,True,light,
695db21e01b36e7cd0078479,zone-1,64.4,22.4,83.0,83.0,79.7,77.2,9.0,10.6,True,moderate,
695db22301b36e7cd007847a,zone-1,71.0,23.8,88.7,88.7,82.0,78.2,450.0,11.1,True,heavy,
695db22801b36e7cd007847b,zone-1,66.2,26.0,91.8,91.8,83.5,78.8,21240.0,10.4,True,light,
695db22d01b36e7cd007847c,zone-1,48.8,26.4,88.5,88.5,81.4,77.6,33515.0,9.4,False,none,
695db23201b36e7cd007847d,zone-1,53.3,28.6,83.0,83.0,78.9,76.3,53139.0,2.4,False,none,
695db23701b36e7cd007847e,zone-1,35.1,31.3,77.3,77.3,75.2,74.6,71046.0,4.6,False,none,
695db23c01b36e7cd007847f,zone-1,44.3,32.3,70.2,70.2,71.7,72.2,87729.0,10.3,False,none,
695db24101b36e7cd0078480,zone-1,42.0,33.2,60.3,60.3,66.8,69.9,89702.0,10.5,False,none,
695db24601b36e7cd0078481,zone-1,39.7,37.4,51.7,51.7,63.1,67.6,73563.0,12.7,False,none,
695db24b01b36e7cd0078482,zone-1,41.4,37.4,46.1,46.1,59.9,65.5,63268.0,11.4,False,none,
695db25001b36e7cd0078483,zone-1,41.8,37.5,39.3,39.3,56.1,63.6,59339.0,9.1,False,none,
695db25501b36e7cd0078484,zone-1,48.6,33.8,43.8,43.8,61.3,66.0,46852.0,4.0,False,none,
695db25a01b36e7cd0078485,zone-1,38.1,31.7,52.6,52.6,68.0,70.6,18081.0,6.9,False,none,
695db25f01b36e7cd0078486,zone-1,49.7,32.4,60.6,60.6,73.7,76.0,450.0,2.1,False,none,
695db26401b36e7cd0078487,zone-1,45.3,28.9,70.9,70.9,81.3,80.2,32.0,8.5,False,none,
695db26901b36e7cd0078488,zone-1,50.5,29.6,69.4,69.4,80.5,79.7,48.0,8.9,False,none,
695db26e01b36e7cd0078489,zone-1,40.6,25.6,68.5,68.5,80.0,79.5,11.0,6.0,False,none,
695db27301b36e7cd007848a,zone-1,48.7,26.0,67.7,67.7,79.5,79.1,2.0,5.2,False,none,
695db27901b36e7cd007848b,zone-1,47.6,20.9,66.9,66.9,79.2,79.0,47.0,6.0,False,none,
695db27e01b36e7cd007848c,zone-1,48.8,20.2,66.2,66.2,78.9,78.8,30.0,9.6,False,none,
695db28301b36e7cd007848d,zone-1,64.2,20.9,71.8,71.8,80.8,79.6,16.0,8.0,True,moderate,
695db28801b36e7cd007848e,zone-1,74.1,19.2,75.8,75.8,83.3,80.8,20.0,2.2,True,heavy,
695db28d01b36e7cd007848f,zone-1,71.8,18.7,79.4,79.4,86.5,81.6,29.0,8.3,True,light,
695db29201b36e7cd0078490,zone-1,71.1,23.0,81.5,81.5,89.3,82.5,13.0,12.4,True,heavy,
695db29701b36e7cd0078491,zone-1,70.1,20.9,83.7,83.7,92.2,83.3,24.0,10.3,True,light,
695db29c01b36e7cd0078492,zone-1,74.6,22.2,89.4,89.4,93.2,83.7,450.0,10.2,True,moderate,
695db413172fc98e8c3877dd,zone-1,44.6,20.2,64.2,64.2,69.7,74.8,32.0,7.9,False,none,
695db418172fc98e8c3877de,zone-1,47.5,19.3,63.8,63.8,69.5,74.6,12.0,5.5,False,none,
695db41d172fc98e8c3877df,zone-1,46.1,19.6,63.3,63.3,69.2,74.5,14.0,2.3,False,none,
695db422172fc98e8c3877e0,zone-1,63.3,22.0,67.8,67.8,70.9,75.7,38.0,8.4,True,moderate,
695db427172fc98e8c3877e1,zone-1,73.1,20.5,70.4,70.4,73.1,76.8,6.0,9.2,True,heavy,
695db42c172fc98e8c3877e2,zone-1,65.9,20.7,76.3,76.3,75.4,77.7,4.0,6.3,True,light,
695db431172fc98e8c3877e3,zone-1,75.0,22.5,81.1,81.1,76.6,78.1,450.0,7.5,True,moderate,
695db436172fc98e8c3877e4,zone-1,70.3,24.9,82.9,82.9,78.9,78.3,22825.0,3.2,True,heavy,
695db43b172fc98e8c3877e5,zone-1,70.3,27.6,84.0,84.0,78.4,77.5,40162.0,7.4,True,moderate,
695db441172fc98e8c3877e6,zone-1,64.8,30.6,85.5,85.5,78.4,77.0,56277.0,3.0,True,moderate,
695db446172fc98e8c3877e7,zone-1,65.5,30.3,82.7,82.7,77.9,76.3,57221.0,12.6,True,light,
695db44b172fc98e8c3877e8,zone-1,49.3,33.2,74.5,74.5,73.2,73.3,86868.0,11.0,False,none,
695db450172fc98e8c3877e9,zone-1,40.0,33.1,65.9,65.9,68.9,70.9,75666.0,8.6,False,none,
695db455172fc98e8c3877ea,zone-1,45.2,36.4,56.3,56.3,64.2,68.8,89458.0,5.1,False,none,
695db45a172fc98e8c3877eb,zone-1,36.0,35.1,49.4,49.4,61.3,67.2,59417.0,4.6,False,none,
695db45f172fc98e8c3877ec,zone-1,42.1,37.0,42.7,42.7,57.8,65.2,59409.0,3.6,False,none,
695db464172fc98e8c3877ed,zone-1,44.3,33.8,38.7,38.7,55.3,63.9,39105.0,12.5,False,none,
695db469172fc98e8c3877ee,zone-1,47.9,33.6,46.3,46.3,59.9,68.4,19634.0,12.3,False,none,
695db46e172fc98e8c3877ef,zone-1,43.8,31.9,53.1,53.1,65.0,73.5,450.0,3.1,False,none,
695db47312a1e8caf2d17d65,zone-1,46.3,31.6,60.5,60.5,71.4,78.1,46.0,2.6,False,none,2026-01-07T01:18:43.332000
695db47812a1e8caf2d17d66,zone-1,36.1,26.0,70.4,70.4,76.9,82.2,46.0,12.2,False,none,2026-01-07T01:18:48.386000
695db47d12a1e8caf2d17d67,zone-1,36.5,24.8,69.4,69.4,76.2,81.9,20.0,9.9,False,none,2026-01-07T01:18:53.439000
695db48212a1e8caf2d17d68,zone-1,44.0,24.3,68.2,68.2,75.7,81.6,450.0,6.5,False,none,2026-01-07T01:18:58.502000
695db48712a1e8caf2d17d69,zone-1,43.2,22.4,67.5,67.5,75.4,81.4,1.0,5.9,False,none,2026-01-07T01:19:03.563000
695db48c12a1e8caf2d17d6a,zone-1,36.7,20.6,66.8,66.8,75.1,81.2,42.0,5.1,False,none,2026-01-07T01:19:08.587000
695db49112a1e8caf2d17d6b,zone-1,40.8,19.0,66.0,66.0,74.8,81.0,12.0,9.5,False,none,2026-01-07T01:19:13.638000
695db49612a1e8caf2d17d6c,zone-1,37.7,18.4,65.6,65.6,74.6,80.9,7.0,3.3,False,none,2026-01-07T01:19:18.679000
695db49b12a1e8caf2d17d6d,zone-1,51.2,22.2,65.0,65.0,74.2,80.6,46.0,3.3,False,none,2026-01-07T01:19:23.740000
695db4a012a1e8caf2d17d6e,zone-1,54.5,20.5,64.2,64.2,73.8,80.3,18.0,12.5,False,none,2026-01-07T01:19:28.793000
695e343b009db6497bc9f095,zone-1,71.7,27.5,99.8,99.8,87.1,79.0,16854.0,2.4,True,heavy,2026-01-07T10:23:55.655000
695e3440009db6497bc9f096,zone-1,74.5,30.0,99.5,99.5,88.4,78.4,39779.0,11.2,True,heavy,2026-01-07T10:24:00.792000
695e3445009db6497bc9f097,zone-1,48.7,31.3,95.1,95.1,86.0,77.0,53715.0,3.8,False,none,2026-01-07T10:24:05.805000
695e344a009db6497bc9f098,zone-1,70.7,33.5,94.7,94.7,85.8,75.6,56799.0,12.2,True,light,2026-01-07T10:24:10.821000
695e344f009db6497bc9f099,zone-1,63.2,32.0,92.5,92.5,84.5,74.5,87642.0,4.6,True,light,2026-01-07T10:24:15.880000
695e3454009db6497bc9f09a,zone-1,72.3,34.0,87.4,87.4,82.2,73.5,82591.0,9.4,True,heavy,2026-01-07T10:24:20.935000
695e3459009db6497bc9f09b,zone-1,66.3,37.0,83.3,83.3,81.6,72.0,65997.0,8.6,True,moderate,2026-01-07T10:24:25.990000
695e345f009db6497bc9f09c,zone-1,64.3,34.2,82.3,82.3,79.4,71.3,74063.0,9.5,True,light,2026-01-07T10:24:31.032000
695e3464009db6497bc9f09d,zone-1,64.5,34.8,81.4,81.4,79.0,70.6,49222.0,5.4,True,moderate,2026-01-07T10:24:36.057000
695e3469009db6497bc9f09e,zone-1,38.8,34.7,77.1,77.1,76.4,69.4,40107.0,5.0,False,none,2026-01-07T10:24:41.081000
695e346e009db6497bc9f09f,zone-1,49.7,32.0,74.2,74.2,75.1,68.7,22513.0,2.8,False,none,2026-01-07T10:24:46.130000
695e3473009db6497bc9f0a0,zone-1,72.4,32.5,78.4,78.4,77.3,69.6,450.0,2.3,True,heavy,2026-01-07T10:24:51.184000
695e3478009db6497bc9f0a1,zone-1,68.6,28.4,81.2,81.2,79.3,69.9,36.0,9.6,True,moderate,2026-01-07T10:24:56.218000
695e347d009db6497bc9f0a2,zone-1,61.1,29.2,85.8,85.8,80.9,70.7,24.0,6.3,True,light,2026-01-07T10:25:01.257000
695e3482009db6497bc9f0a3,zone-1,71.5,24.2,90.3,90.3,83.5,71.5,30.0,7.7,True,heavy,2026-01-07T10:25:06.292000
695e3487009db6497bc9f0a4,zone-1,73.9,23.2,94.2,94.2,85.2,72.5,24.0,4.8,True,moderate,2026-01-07T10:25:11.323000
695e348c009db6497bc9f0a5,zone-1,71.6,21.3,98.8,98.8,87.0,72.8,36.0,2.4,True,light,2026-01-07T10:25:16.373000
695e3491009db6497bc9f0a6,zone-1,72.7,20.9,100.0,100.0,89.3,73.7,11.0,7.0,True,heavy,2026-01-07T10:25:21.434000
695e3496009db6497bc9f0a7,zone-1,67.4,20.8,100.0,100.0,92.0,74.1,44.0,9.6,True,moderate,2026-01-07T10:25:26.465000
695e349b009db6497bc9f0a8,zone-1,39.1,18.2,99.3,99.3,91.7,73.9,15.0,12.9,False,none,2026-01-07T10:25:31.502000
695e34a0009db6497bc9f0a9,zone-1,46.8,21.2,98.3,98.3,91.3,73.6,18.0,12.9,False,none,2026-01-07T10:25:36.553000
695e34a5009db6497bc9f0aa,zone-1,44.1,21.3,97.2,97.2,90.9,73.3,13.0,11.6,False,none,2026-01-07T10:25:41.610000
695e34aa009db6497bc9f0ab,zone-1,38.9,24.2,96.0,96.0,90.3,72.9,9.0,10.0,False,none,2026-01-07T10:25:46.664000
695e34af009db6497bc9f0ac,zone-1,46.5,25.5,95.0,95.0,89.9,72.6,450.0,7.6,False,none,2026-01-07T10:25:51.727000
695e34b4009db6497bc9f0ad,zone-1,50.6,24.4,92.4,92.4,88.5,71.9,17153.0,12.2,False,none,2026-01-07T10:25:56.789000
695e34b9009db6497bc9f0ae,zone-1,40.1,26.3,89.3,89.3,86.6,71.0,33734.0,10.0,False,none,2026-01-07T10:26:01.827000
695e34be009db6497bc9f0af,zone-1,44.3,31.0,83.3,83.3,83.5,69.8,49915.0,5.2,False,none,2026-01-07T10:26:06.877000
695e34c3009db6497bc9f0b0,zone-1,39.0,30.4,76.6,76.6,80.8,67.8,63716.0,6.5,False,none,2026-01-07T10:26:11.934000
695e34c8009db6497bc9f0b1,zone-1,36.9,32.3,68.3,68.3,77.0,65.6,87764.0,5.3,False,none,2026-01-07T10:26:16.972000
695e34ce009db6497bc9f0b2,zone-1,43.7,35.8,58.9,58.9,72.4,63.2,93151.0,6.3,False,none,2026-01-07T10:26:22.012000
695e34d3009db6497bc9f0b3,zone-1,43.9,35.7,51.0,51.0,68.0,61.0,84640.0,9.1,False,none,2026-01-07T10:26:27.043000
695e34d8009db6497bc9f0b4,zone-1,49.6,34.7,44.3,44.3,64.0,59.1,78597.0,3.1,False,none,2026-01-07T10:26:32.059000
695e34dd009db6497bc9f0b5,zone-1,65.2,37.4,43.1,43.1,64.8,58.7,47447.0,5.3,True,heavy,2026-01-07T10:26:37.088000
695e34e2009db6497bc9f0b6,zone-1,71.1,34.2,42.8,42.8,65.2,58.3,39272.0,2.7,True,light,2026-01-07T10:26:42.124000
695e34e7009db6497bc9f0b7,zone-1,75.0,32.0,44.4,44.4,66.8,58.3,18678.0,12.7,True,moderate,2026-01-07T10:26:47.161000
695e34ec009db6497bc9f0b8,zone-1,62.7,32.7,47.6,47.6,68.7,58.8,450.0,10.4,True,moderate,2026-01-07T10:26:52.199000
695e34f1009db6497bc9f0b9,zone-1,67.4,28.8,50.1,50.1,70.9,59.4,19.0,4.5,True,heavy,2026-01-07T10:26:57.239000
695e34f6009db6497bc9f0ba,zone-1,71.3,26.0,55.2,55.2,72.5,60.2,43.0,5.8,True,light,2026-01-07T10:27:02.270000
695e34fb009db6497bc9f0bb,zone-1,67.5,27.0,59.3,59.3,73.4,60.8,46.0,9.0,True,heavy,2026-01-07T10:27:07.299000
695e3500009db6497bc9f0bc,zone-1,38.4,24.1,58.7,58.7,73.0,60.6,34.0,2.6,False,none,2026-01-07T10:27:12.338000
